Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,DwellTime,EchoTime,EffectiveEchoSpacing,FieldmapKey00,FieldmapKey01,FlipAngle,IntendedForKey00,IntendedForKey01,IntendedForKey02,IntendedForKey03,IntendedForKey04,IntendedForKey05,IntendedForKey06,MultibandAccelerationFactor,NSliceTimes,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime
,,,,datatype-func_suffix-bold_task-movieTP__1,datatype-func_suffix-bold_task-movieTP,1,1035,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_suffix-bold_task-movieTP__2,datatype-func_suffix-bold_task-movieTP,2,768,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_suffix-bold_task-movieTP__3,datatype-func_suffix-bold_task-movieTP,3,24,2.1E-06,0.03,0.000500005,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,52.0,,,,,,,,6.0,66,,1.0,j-,0.8,0.0445004
,,,,datatype-func_suffix-bold_task-movieTP__4,datatype-func_suffix-bold_task-movieTP,4,8,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_suffix-bold_task-movieTP__5,datatype-func_suffix-bold_task-movieTP,5,6,2.6E-06,0.03,0.000580013,,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_suffix-bold_task-movieTP__6,datatype-func_suffix-bold_task-movieTP,6,5,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_suffix-bold_task-movieTP__7,datatype-func_suffix-bold_task-movieTP,7,2,2.6E-06,0.03,0.000589987,,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_suffix-bold_task-movieTP__8,datatype-func_suffix-bold_task-movieTP,8,2,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_suffix-bold_task-movieTP__9,datatype-func_suffix-bold_task-movieTP,9,1,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,i,0.8,0.0481411
,,,,datatype-func_suffix-bold_task-rest__1,datatype-func_suffix-bold_task-rest,1,1926,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_suffix-bold_task-rest__2,datatype-func_suffix-bold_task-rest,2,1705,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_suffix-bold_task-rest__3,datatype-func_suffix-bold_task-rest,3,334,2.7E-06,0.04,0.000550001,datatype-fmap_fmap-phasediff_suffix-phasediff,,55.0,,,,,,,,3.0,54,,1.0,j-,1.45,0.04235
,,,,datatype-func_suffix-bold_task-rest__4,datatype-func_suffix-bold_task-rest,4,46,2.1E-06,0.03,0.000500005,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,52.0,,,,,,,,6.0,66,,1.0,j-,0.8,0.0445004
,,,,datatype-func_suffix-bold_task-rest__5,datatype-func_suffix-bold_task-rest,5,18,2.6E-06,0.03,0.000589987,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_suffix-bold_task-rest__6,datatype-func_suffix-bold_task-rest,6,18,2.6E-06,0.03,0.000580013,,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_suffix-bold_task-rest__7,datatype-func_suffix-bold_task-rest,7,12,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_suffix-bold_task-rest__8,datatype-func_suffix-bold_task-rest,8,4,2.6E-06,0.03,0.000580013,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0481411
,,,,datatype-func_suffix-bold_task-rest__9,datatype-func_suffix-bold_task-rest,9,4,2.6E-06,0.03,0.000589987,,,31.0,,,,,,,,6.0,60,,1.0,j-,0.8,0.0489689
,,,,datatype-func_suffix-bold_task-rest__10,datatype-func_suffix-bold_task-rest,10,3,2.7E-06,0.04,0.000550001,,,55.0,,,,,,,,3.0,54,,1.0,j-,1.45,0.04235
,,,,datatype-func_suffix-bold_task-rest__11,datatype-func_suffix-bold_task-rest,11,1,2.7E-06,0.04,0.00055001,datatype-fmap_fmap-phasediff_suffix-phasediff,,55.0,,,,,,,,3.0,54,,1.0,j-,1.45,0.0412508
,,,,datatype-func_suffix-bold_task-rest__12,datatype-func_suffix-bold_task-rest,12,1,2.6E-06,0.0356,0.000710011,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31.0,,,,,,,,6.0,60,,1.0,i,0.8,0.0589309
